id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_popularity,artist_popularity,year,hit
7wGoVu4Dady5GV0Sv4UIsx,0.13,0.5770000000000001,218320,0.522,9.03e-05,5,0.142,-6.593999999999999,0,0.0984,159.77200000000005,4,0.11900000000000001,20,94.5,2018,1
0ofbQMrRDsUaVKq2mGLEAb,0.18600000000000005,0.768,216897,0.517,3.8e-05,7,0.10400000000000001,-4.323,0,0.0312,104.992,4,0.418,28,94.0,2018,1
2ekn2ttSfGqwhhate0LSR0,0.0026100000000000003,0.762,209320,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608,84,91.0,2018,1
5UEnHoDYpsxlfzWLZIc7LD,0.17,0.757,221013,0.748,0.0,8,0.0759,-5.794,0,0.473,90.052,4,0.693,23,96.0,2018,1
7EmGUiUaOSGDnUUQUDrOXC,0.139,0.715,197993,0.802,0.0,11,0.177,-4.647,0,0.0394,124.98899999999999,4,0.327,21,91.0,2018,1
1zsG4eaZmkA1dvjDDsAGLK,0.0322,0.7240000000000001,173720,0.895,0.0,7,0.09699999999999999,-3.617,1,0.0411,96.022,4,0.64,22,84.5,2018,1
3hBBKuWJfxlIlnd9QFoC8k,0.0786,0.795,199849,0.615,2.98e-06,5,0.0855,-5.211,0,0.0671,110.009,4,0.39299999999999996,17,88.5,2018,1
5k38wzpLb15YgncyWdTZE4,0.0534,0.589,268867,0.731,0.0,2,0.308,-6.343,1,0.0868,87.90799999999999,4,0.191,79,89.5,2018,1
6mrKP2jyIQmM0rw6fQryjr,0.33,0.659,212120,0.716,0.0,5,0.17300000000000001,-5.672999999999999,0,0.111,148.015,4,0.4370000000000001,20,89.0,2018,1
43ZyHQITOjhciSUUNPVRHc,0.239,0.9359999999999999,124056,0.523,0.0,5,0.11699999999999999,-6.71,1,0.0597,119.889,4,0.6990000000000001,76,82.0,2018,1
1bhUWB0zJMIKr9yVPrkEuI,0.779,0.5870000000000001,259550,0.299,0.0,8,0.12300000000000001,-7.365,1,0.0263,94.992,3,0.35600000000000004,79,94.0,2018,1
4lESS6vuruP6a79KWRaQou,0.28300000000000003,0.871,184067,0.768,2.25e-05,4,0.162,-5.401,0,0.122,98.98899999999999,4,0.765,17,80.5,2018,1
1j4kHkkpqZRBwE0A4CN4Yv,0.10099999999999999,0.258,239000,0.4370000000000001,1.27e-06,11,0.106,-6.593,0,0.039,180.043,4,0.0967,83,88.0,2018,1
5AEtlRudpgdT5FtNiuly6Y,0.0393,0.659,174800,0.7170000000000001,0.0,8,0.0769,-4.202,1,0.0581,103.036,4,0.71,24,78.5,2018,1
2DQ1ITjI0YoLFzuADN1ZBW,0.0117,0.838,245387,0.7709999999999999,0.0,1,0.0853,-3.7910000000000004,1,0.244,175.957,4,0.405,78,89.0,2018,1
