id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_popularity,artist_popularity,year,hit
1ZPWWSwCkxKfqdp4H0RFCo,0.0522,0.621,163636,0.601,0.0,6,0.46,-5.6160000000000005,0,0.14800000000000002,116.735,5,0.457,86,87.0,2019,1
6zegtH6XXd2PDPLvy1Y0n2,0.00237,0.644,190067,0.755,7.64e-06,1,0.0859,-5.325,1,0.0448,102.861,4,0.334,85,91.0,2019,1
675w3ACw5xZR3ODhUJlEVN,0.483,0.7040000000000001,195044,0.706,0.0,11,0.0965,-5.233,0,0.111,92.965,4,0.856,68,88.0,2019,1
2bT1PH7Cw3J9p3t7nlXCdh,0.487,0.691,191467,0.823,0.0,2,0.134,-4.197,1,0.0623,123.935,4,0.87,79,94.0,2019,1
5C0ivQMxes2lWuOANhvVAm,0.0834,0.642,191720,0.6829999999999999,0.0,1,0.155,-5.386,1,0.262,154.881,4,0.584,83,74.71428571428571,2019,1
0Lw6aQcBFWTQ9m4MSwwwes,0.145,0.722,245413,0.764,0.0,10,0.171,-5.6560000000000015,0,0.398,139.83100000000002,4,0.7959999999999999,77,90.5,2019,1
4T4CZ3Q4z3GG7lU720YYhM,0.446,0.778,213913,0.731,0.0,5,0.251,-4.325,1,0.0399,91.991,4,0.8540000000000001,73,72.66666666666667,2019,1
0VsGaRXR5WAzpu51unJTis,0.762,0.565,243267,0.242,9.3e-06,2,0.285,-8.367,1,0.0318,81.657,4,0.237,75,85.0,2019,1
3JWiDGQX2eTlFvKj3Yssj3,0.873,0.799,151873,0.29100000000000004,0.000641,11,0.139,-7.353,0,0.0318,97.984,4,0.406,84,95.0,2019,1
322tcqPhma7F6hfCeLisx0,0.482,0.8059999999999999,198973,0.5579999999999999,0.0,9,0.0618,-6.46,1,0.0683,95.016,4,0.6779999999999999,88,88.0,2019,1
5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.6559999999999999,88,86.0,2019,1
53CJANUxooaqGOtdsBTh7O,0.0361,0.908,113013,0.517,1.73e-06,1,0.0949,-6.063,1,0.129,136.019,4,0.471,46,87.0,2019,1
6fTt0CH2t0mdeB2N9XFG5r,0.342,0.703,114893,0.594,0.0,5,0.123,-6.146,0,0.0752,153.84799999999996,4,0.475,88,87.0,2019,1
6JQvHMSaR8flFsN53ypOfP,0.462,0.6990000000000001,165000,0.5579999999999999,0.0,11,0.116,-7.622000000000001,1,0.0603,79.992,4,0.493,29,85.0,2019,1
3TTMUI5dFcbeNSDTTDY9M8,0.159,0.679,181013,0.728,0.0,5,0.107,-3.092,0,0.154,152.001,4,0.46,82,85.0,2019,1
2nvmHDiEWXRzS6FUDzUhVL,0.121,0.7609999999999999,172000,0.958,0.0,6,0.359,-4.761,1,0.126,149.881,4,0.919,61,71.5,2019,1
5J64qSSq0VZuh0CiI9o9Nq,0.442,0.8029999999999999,273321,0.589,1.15e-06,11,0.634,-5.8889999999999985,1,0.0954,140.05700000000002,4,0.562,76,86.8,2019,1
0YammaEkYSeo9vQYZ1OwS6,0.13699999999999998,0.703,198947,0.66,0.0,10,0.192,-5.119,0,0.123,95.031,4,0.79,79,92.0,2019,1
7dbka99KTWke5o9hRp0JoB,0.552,0.7609999999999999,158040,0.479,0.0,2,0.0704,-5.574,1,0.0466,89.913,4,0.912,62,94.5,2019,1
1rX5L6pyl3rVWb55D8Cprr,0.00991,0.502,349600,0.633,0.0,1,0.389,-5.8,1,0.419,83.226,4,0.552,67,92.0,2019,1
70sKIAQgaVN2zWEEyOpyMZ,0.193,0.725,216874,0.706,0.0,5,0.109,-4.766,1,0.121,120.042,4,0.667,70,94.5,2019,1
67XyC1GdSkKb9sbRRkUDXS,0.0251,0.894,176632,0.511,0.0,2,0.14,-4.768,1,0.42,120.08,4,0.568,83,82.5,2019,1
2wrJq5XKLnmhRXHIAf9xBa,0.153,0.654,167693,0.63,0.0,10,0.111,-4.644,1,0.0259,89.991,4,0.43,94,90.5,2019,1
2d3WpbJFBND2vwMJyULdfU,0.0689,0.878,155018,0.6990000000000001,0.00219,0,0.0753,-5.035,0,0.0464,102.01,4,0.78,70,77.0,2019,1
2FY7b99s15jUprqC0M5NCT,0.217,0.7040000000000001,189467,0.611,0.0,2,0.0812,-6.112,1,0.0409,100.0,4,0.22,85,91.0,2019,1
4evmHXcjt3bTUHD1cvny97,0.124,0.64,197867,0.648,0.0,5,0.0802,-8.113,0,0.187,92.977,4,0.5479999999999999,92,97.0,2019,1
6IJTc8xo6XasOU8fpxMU57,0.225,0.591,217653,0.7020000000000001,0.0,7,0.414,-5.59,1,0.0289,104.003,4,0.501,83,89.0,2019,1
0b6UoVjUzFyZNpHI0aAhKt,0.269,0.362,206499,0.7140000000000001,0.0,9,0.21,-3.07,0,0.0835,67.4,4,0.309,71,92.66666666666669,2019,1
2kJwzbxV2ppxnQoYw4GLBZ,0.866,0.464,208687,0.473,0.0,1,0.109,-10.086,1,0.129,75.801,4,0.604,86,80.5,2019,1
7MRU4vOkywuhZ9kbFiPuiu,0.29100000000000004,0.691,241880,0.894,0.0,9,0.104,-1.681,0,0.115,184.019,4,0.623,83,90.0,2019,1
6dPyzkyZwoj9LqjQXOFdVv,0.029,0.888,143792,0.525,5.68e-06,1,0.13699999999999998,-5.665,1,0.305,133.983,4,0.243,76,92.0,2019,1
6alCTRgBPoeAFi2N4il9Q4,0.185,0.6859999999999999,116240,0.561,0.0,10,0.114,-9.929,0,0.191,148.775,4,0.18600000000000005,63,88.0,2019,1
